 written on 29Oct2020 at 16:23:09 
          10
          95
   -2   -2   -2    1    1    0.000002   -0.000000   -0.000004    0.000000   -0.000000   -0.000000
   -2   -2   -2    2    1   -0.000009   -0.000000   -0.000002    0.000000    0.000000   -0.000000
   -2   -2   -2    3    1    0.000006   -0.000000    0.000006   -0.000000    0.000000    0.000000
   -2   -2   -2    4    1   -0.000000   -0.000000    0.000000   -0.000000   -0.000013    0.000000
   -2   -2   -2    5    1    0.000008    0.000000   -0.000003   -0.000000    0.000005   -0.000000
   -2   -2   -2    6    1    0.000002   -0.000000    0.000003   -0.000000   -0.000003   -0.000000
   -2   -2   -2    7    1   -0.000003   -0.000000    0.000003   -0.000000    0.000001    0.000000
   -2   -2   -2    8    1    0.000018   -0.000000   -0.000056    0.000000   -0.000025    0.000000
   -2   -2   -2    9    1   -0.000081    0.000000    0.000140   -0.000000    0.000052    0.000000
   -2   -2   -2   10    1    0.000000    0.000000   -0.000000    0.000000    0.000004    0.000000
   -2   -2   -2    1    2    0.000008    0.000000    0.000004   -0.000000   -0.000000   -0.000000
   -2   -2   -2    2    2    0.000001   -0.000000   -0.000001    0.000000    0.000000   -0.000000
   -2   -2   -2    3    2    0.000004   -0.000000    0.000003   -0.000000    0.000000   -0.000000
   -2   -2   -2    4    2   -0.000000   -0.000000   -0.000000    0.000000   -0.000002   -0.000000
   -2   -2   -2    5    2   -0.000005    0.000000   -0.000002    0.000000   -0.000002   -0.000000
   -2   -2   -2    6    2    0.000003    0.000000    0.000001    0.000000    0.000005    0.000000
   -2   -2   -2    7    2    0.000001   -0.000000   -0.000001    0.000000   -0.000001    0.000000
   -2   -2   -2    8    2    0.000117   -0.000000    0.000063   -0.000000    0.000014    0.000000
   -2   -2   -2    9    2   -0.000090    0.000000   -0.000078    0.000000   -0.000024    0.000000
   -2   -2   -2   10    2    0.000000    0.000000    0.000000   -0.000000   -0.000008    0.000000
   -2   -2   -2    1    3   -0.000007   -0.000000   -0.000005    0.000000   -0.000000    0.000000
   -2   -2   -2    2    3   -0.000005   -0.000000   -0.000001   -0.000000   -0.000000   -0.000000
   -2   -2   -2    3    3    0.000001   -0.000000   -0.000001    0.000000   -0.000000    0.000000
   -2   -2   -2    4    3    0.000000    0.000000    0.000000    0.000000   -0.000002    0.000000
   -2   -2   -2    5    3   -0.000001   -0.000000    0.000001    0.000000    0.000001    0.000000
   -2   -2   -2    6    3    0.000000    0.000000   -0.000000   -0.000000   -0.000008    0.000000
   -2   -2   -2    7    3    0.000001   -0.000000   -0.000001   -0.000000    0.000002    0.000000
   -2   -2   -2    8    3   -0.000179    0.000000   -0.000076   -0.000000    0.000003   -0.000000
   -2   -2   -2    9    3    0.000113   -0.000000    0.000039    0.000000   -0.000024    0.000000
