1141 3
0 1 2
-9.639057329615259 0.000065134426111 3.32211124436945e-05 1.86840239681223e-09 7.382317764983998e-14
-9.626557329615258 0.000065953716334 3.363898259696903e-05 1.915701228607072e-09 7.664410869311559e-14
-9.614057329615258 0.000066783311958 3.406210890972733e-05 1.964197436025957e-09 7.957283314482962e-14
-9.601557329615259 0.000067623342612 3.449055749631713e-05 2.013921330777288e-09 8.261347000666857e-14
-9.589057329615258 0.000068473939550 3.49243953027024e-05 2.064903991913668e-09 8.57702956753008e-14
-9.576557329615259 0.000069335235680 3.536369011692355e-05 2.117177285257653e-09 8.90477499570503e-14
-9.564057329615258 0.000070207365582 3.580851057968968e-05 2.170773883318928e-09 9.245044231210602e-14
-9.551557329615258 0.000071090465528 3.625892619510371e-05 2.225727285715685e-09 9.598315833733476e-14
-9.539057329615259 0.000071984673503 3.671500734152248e-05 2.282071840112978e-09 9.965086649681526e-14
-9.526557329615258 0.000072890129231 3.717682528255383e-05 2.339842763691131e-09 1.034587251095597e-13
-9.514057329615259 0.000073806974189 3.764445217819125e-05 2.399076165157619e-09 1.07412089604249e-13
-9.501557329615258 0.000074735351637 3.81179610960893e-05 2.459809067316185e-09 1.115165200511876e-13
-9.489057329615258 0.000075675406636 3.859742602298051e-05 2.522079430207302e-09 1.157777889820681e-13
-9.476557329615259 0.000076627286071 3.908292187623593e-05 2.585926174834423e-09 1.202018895085448e-13
-9.464057329615258 0.000077591138676 3.957452451557124e-05 2.651389207490883e-09 1.247950437510352e-13
-9.451557329615259 0.000078567115054 4.007231075489984e-05 2.718509444702628e-09 1.295637115896008e-13
-9.439057329615258 0.000079555367703 4.05763583743352e-05 2.787328838802366e-09 1.345145997492189e-13
-9.426557329615258 0.000080556051041 4.108674613234431e-05 2.857890404151153e-09 1.39654671232219e-13
-9.414057329615259 0.000081569321425 4.160355377805361e-05 2.930238244023756e-09 1.449911551111522e-13
-9.401557329615258 0.000082595337182 4.212686206371023e-05 3.004417578174638e-09 1.505315566958652e-13
-9.389057329615259 0.000083634258628 4.265675275729948e-05 3.080474771101789e-09 1.562836680890794e-13
-9.376557329615258 0.000084686248097 4.319330865532134e-05 3.158457361026013e-09 1.622555791453186e-13
-9.364057329615258 0.000085751469965 4.373661359572758e-05 3.238414089603896e-09 1.684556888486006e-13
-9.351557329615259 0.000086830090675 4.428675247102163e-05 3.320394932392904e-09 1.748927171248905e-13
-9.339057329615258 0.000087922278762 4.484381124152328e-05 3.404451130087743e-09 1.815757171059352e-13
-9.326557329615259 0.000089028204885 4.540787694879987e-05 3.490635220547449e-09 1.885140878617198e-13
-9.314057329615258 0.000090148041846 4.59790377292671e-05 3.57900107163327e-09 1.957175876194595e-13
-9.301557329615258 0.000091281964622 4.655738282796022e-05 3.66960391487782e-09 2.031963474877132e-13
-9.289057329615259 0.000092430150390 4.714300261247888e-05 3.762500380006588e-09 2.109608857049244e-13
-9.276557329615258 0.000093592778558 4.773598858710733e-05 3.857748530333361e-09 2.190221224324274e-13
-9.264057329615259 0.000094770030788 4.833643340711204e-05 3.955407899051683e-09 2.273913951127221e-13
-9.251557329615258 0.000095962091027 4.894443089321924e-05 4.055539526445024e-09 2.360804744146204e-13
-9.239057329615258 0.000097169145539 4.956007604627468e-05 4.15820599803895e-09 2.451015807876892e-13
-9.226557329615259 0.000098391382928 5.01834650620877e-05 4.263471483719112e-09 2.544674016492694e-13
-9.214057329615258 0.000099628994170 5.081469534646208e-05 4.371401777839513e-09 2.641911092282481e-13
