 #density of states
 # in units of [ eV^{-1}.Ang^{-3} ] 
  # EFERMI(eV) 
   0.580000E+01   0.285142E-03
   0.580250E+01   0.286166E-03
   0.580500E+01   0.287185E-03
   0.580750E+01   0.288202E-03
   0.581000E+01   0.289215E-03
   0.581250E+01   0.290229E-03
   0.581500E+01   0.291261E-03
   0.581750E+01   0.292327E-03
   0.582000E+01   0.293435E-03
   0.582250E+01   0.294584E-03
   0.582500E+01   0.295773E-03
   0.582750E+01   0.297011E-03
   0.583000E+01   0.298309E-03
   0.583250E+01   0.299676E-03
   0.583500E+01   0.301114E-03
   0.583750E+01   0.302632E-03
   0.584000E+01   0.304256E-03
   0.584250E+01   0.306028E-03
   0.584500E+01   0.307997E-03
   0.584750E+01   0.310207E-03
   0.585000E+01   0.312664E-03
   0.585250E+01   0.315304E-03
   0.585500E+01   0.317973E-03
   0.585750E+01   0.320428E-03
   0.586000E+01   0.322400E-03
   0.586250E+01   0.323674E-03
   0.586500E+01   0.324163E-03
   0.586750E+01   0.323930E-03
   0.587000E+01   0.323140E-03
   0.587250E+01   0.321998E-03
   0.587500E+01   0.320678E-03
   0.587750E+01   0.319278E-03
   0.588000E+01   0.317809E-03
   0.588250E+01   0.316190E-03
   0.588500E+01   0.314260E-03
   0.588750E+01   0.311790E-03
   0.589000E+01   0.308519E-03
   0.589250E+01   0.304198E-03
   0.589500E+01   0.298647E-03
   0.589750E+01   0.291784E-03
   0.590000E+01   0.283627E-03
   0.590250E+01   0.274249E-03
   0.590500E+01   0.263737E-03
   0.590750E+01   0.252158E-03
   0.591000E+01   0.239525E-03
   0.591250E+01   0.225756E-03
   0.591500E+01   0.210609E-03
   0.591750E+01   0.193671E-03
   0.592000E+01   0.174471E-03
   0.592250E+01   0.152753E-03
   0.592500E+01   0.128829E-03
   0.592750E+01   0.103774E-03
   0.593000E+01   0.792933E-04
   0.593250E+01   0.572294E-04
   0.593500E+01   0.389758E-04
   0.593750E+01   0.250995E-04
   0.594000E+01   0.153470E-04
   0.594250E+01   0.894641E-05
   0.594500E+01   0.497949E-05
   0.594750E+01   0.263821E-05
   0.595000E+01   0.132046E-05
   0.595250E+01   0.617886E-06
   0.595500E+01   0.267358E-06
   0.595750E+01   0.105927E-06
   0.596000E+01   0.381211E-07
   0.596250E+01   0.123853E-07
   0.596500E+01   0.361609E-08
   0.596750E+01   0.945567E-09
   0.597000E+01   0.220886E-09
   0.597250E+01   0.460078E-10
   0.597500E+01   0.853175E-11
   0.597750E+01   0.140689E-11
   0.598000E+01   0.206093E-12
   0.598250E+01   0.267937E-13
   0.598500E+01   0.308226E-14
   0.598750E+01   0.309289E-15
   0.599000E+01   0.549177E-16
   0.599250E+01   0.330371E-15
   0.599500E+01   0.291295E-14
   0.599750E+01   0.227224E-13
   0.600000E+01   0.157216E-12
   0.600250E+01   0.965741E-12
   0.600500E+01   0.527099E-11
   0.600750E+01   0.255838E-10
   0.601000E+01   0.110541E-09
   0.601250E+01   0.425708E-09
   0.601500E+01   0.146344E-08
   0.601750E+01   0.449878E-08
   0.602000E+01   0.123945E-07
   0.602250E+01   0.306859E-07
   0.602500E+01   0.684933E-07
   0.602750E+01   0.138387E-06
   0.603000E+01   0.254330E-06
   0.603250E+01   0.427683E-06
   0.603500E+01   0.662704E-06
   0.603750E+01   0.953986E-06
   0.604000E+01   0.128761E-05
   0.604250E+01   0.164568E-05
   0.604500E+01   0.201189E-05
   0.604750E+01   0.237528E-05
   0.605000E+01   0.273111E-05
   0.605250E+01   0.307934E-05
   0.605500E+01   0.342238E-05
   0.605750E+01   0.376326E-05
   0.606000E+01   0.410462E-05
   0.606250E+01   0.444837E-05
   0.606500E+01   0.479588E-05
   0.606750E+01   0.514818E-05
   0.607000E+01   0.550608E-05
   0.607250E+01   0.587005E-05
   0.607500E+01   0.624041E-05
   0.607750E+01   0.661753E-05
   0.608000E+01   0.700190E-05
   0.608250E+01   0.739384E-05
   0.608500E+01   0.779334E-05
   0.608750E+01   0.820046E-05
   0.609000E+01   0.861561E-05
   0.609250E+01   0.903930E-05
   0.609500E+01   0.947152E-05
   0.609750E+01   0.991199E-05
   0.610000E+01   0.103609E-04
   0.610250E+01   0.108189E-04
   0.610500E+01   0.112864E-04
   0.610750E+01   0.117630E-04
   0.611000E+01   0.122483E-04
   0.611250E+01   0.127430E-04
   0.611500E+01   0.132479E-04
   0.611750E+01   0.137630E-04
   0.612000E+01   0.142875E-04
   0.612250E+01   0.148215E-04
   0.612500E+01   0.153660E-04
   0.612750E+01   0.159217E-04
   0.613000E+01   0.164880E-04
   0.613250E+01   0.170643E-04
   0.613500E+01   0.176511E-04
   0.613750E+01   0.182496E-04
   0.614000E+01   0.188601E-04
   0.614250E+01   0.194816E-04
   0.614500E+01   0.201140E-04
   0.614750E+01   0.207583E-04
   0.615000E+01   0.214154E-04
   0.615250E+01   0.220851E-04
   0.615500E+01   0.227666E-04
   0.615750E+01   0.234602E-04
   0.616000E+01   0.241672E-04
   0.616250E+01   0.248879E-04
   0.616500E+01   0.256219E-04
   0.616750E+01   0.263691E-04
   0.617000E+01   0.271300E-04
   0.617250E+01   0.279054E-04
   0.617500E+01   0.286955E-04
   0.617750E+01   0.295002E-04
   0.618000E+01   0.303198E-04
   0.618250E+01   0.311545E-04
   0.618500E+01   0.320049E-04
   0.618750E+01   0.328716E-04
   0.619000E+01   0.337548E-04
   0.619250E+01   0.346544E-04
   0.619500E+01   0.355705E-04
   0.619750E+01   0.365042E-04
   0.620000E+01   0.374564E-04
 
 
